,Unnamed: 0,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
942,942,300 East 39th Apartments,300 E 39th St,1 Bed 1.0 Bath,650-792 sqft,1bd,1ba,"$3,087 - $3,851",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
943,943,300 East 39th Apartments,300 E 39th St,Unit 1-23G,665 sqft,1bd,1ba,"Contact$3,269",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
944,944,300 East 39th Apartments,300 E 39th St,Unit 1-07P,650 sqft,1bd,1ba,"Contact$3,194",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
945,945,300 East 39th Apartments,300 E 39th St,Unit 1-21C,722 sqft,1bd,1ba,"Contact$3,851",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
946,946,300 East 39th Apartments,300 E 39th St,Unit 1-28A,684 sqft,1bd,1ba,"Contact$3,657",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
947,947,300 East 39th Apartments,300 E 39th St,Unit 1-08J,650 sqft,1bd,1ba,"Contact$3,087",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
948,948,300 East 39th Apartments,300 E 39th St,Unit 1-18J,650 sqft,1bd,1ba,"Contact$3,167",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
949,949,300 East 39th Apartments,300 E 39th St,Unit 1-16D,792 sqft,1bd,1ba,"Contact$3,487",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
950,950,300 East 39th Apartments,300 E 39th St,Unit 1-25J,650 sqft,1bd,1ba,"Contact$3,445",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
951,951,300 East 39th Apartments,300 E 39th St,Unit 1-03D,739 sqft,1bd,1ba,"Contact$3,371",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
952,952,300 East 39th Apartments,300 E 39th St,Unit 1-17C,722 sqft,1bd,1ba,"Contact$3,466",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
953,953,Noonan Towers Apartments,939 Woodycrest Ave,Studio 1.0 Bath,480 sqft,Studio,1ba,"$1,599",Bronx,NY,10452,"The newly-built Yankee Stadium is home to world's most iconic sports team. The stadium is located adjacent to the glistening Harlem River. The surrounding neighborhood is nestled atop a hill with bold river views and golden sunsets. Nearby parks include Mullaly, Joyce Kilmer, and Franz Sigel, which exhibit beautiful landscapes and grassy fields. This serene, tree-lined neighborhood offers quality shopping and easy access to Manhattan. Visit our apartments in the Bronx today!Lease Details: Minimum one month security","Property Type: Apartment ,Dishwasher ,Laundry Facilities ,Microwave ,Elevator ,Parking: None ,Fitness Center",https://www.trulia.com/c/ny/bronx/noonan-towers-939-woodycrest-ave-bronx-ny-10452--1108948049,2020-11-17
